gene_symbol,AU040320
pvalue,0.8570889
mouse_life_stage,Late adult
parameter_id,IMPC_ACS_034_001
parameter_name,% Pre-pulse inhibition - PPI2
gene_accession_id,MGI:2140475
mouse_strain,C57BL
analysis_id,p3v21sg7n630aj9
