gene_symbol,Fgb
gene_accession_id,MGI:99501
mouse_strain,C57BL
analysis_id,63gj3wgi6b541f8
pvalue,0.1725481
parameter_id,IMPC_XRY_025_001
parameter_name,Tibia
mouse_life_stage,Early adult
