gene_symbol,Tbl1xr1
analysis_id,4n0k9zb7b7c6vzo
parameter_name,Ly6Clow monocyte percentage
parameter_id,MGP_PBI_018_001
gene_accession_id,MGI:2441730
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.9822623
