gene_symbol,Tnfsf10
analysis_id,25w8b4k534xi3o0
parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:107414
mouse_strain,C57BL
pvalue,0.4185945
parameter_name,Coat colouration
mouse_life_stage,Early adult
