parameter_id,MGP_CSD_067_001
gene_accession_id,MGI:1931322
gene_symbol,Car13
pvalue,0.1449453
analysis_id,ke488f3le849ww1
mouse_life_stage,Early adult
parameter_name,Snout size
mouse_strain,C57BL
