mouse_strain,129SV
gene_accession_id,MGI:99605
gene_symbol,Cntfr
pvalue,0.5303263
analysis_id,i9aul8x2yki7m3q
mouse_life_stage,Early adult
parameter_name,HRV
parameter_id,IMPC_ECG_010_001
