gene_symbol,Ddx27
mouse_strain,C53BL
gene_accession_id,MGI:2385884
parameter_name,Respiration Rate
parameter_id,IMPC_ECH_018_001
analysis_id,l91o357du75m300
mouse_life_stage,Early adult
pvalue,0.3576374
