gene_symbol,Pex19
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Clavicle
gene_accession_id,MGI:1334458
pvalue,0.562362
parameter_id,IMPC_XRY_007_001
analysis_id,0g679a7r57616n7
