gene_symbol,Slc30a4
parameter_id,JAX_OFD_014_001
mouse_strain,C57BL
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
pvalue,0.8887178
parameter_name,Center distance travelled
analysis_id,j46y9p8dd2b6rrz
