parameter_id,JAX_LDT_005_001
mouse_strain,C57BL
parameter_name,Time mobile dark side
pvalue,0.707814
gene_symbol,Ap5s1
mouse_life_stage,Early adult
gene_accession_id,MGI:1916846
analysis_id,q204541740q7y2s
