mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_006
parameter_name,110dB startle magnitude
gene_accession_id,MGI:88174
pvalue,0.9055611
gene_symbol,Bmi1
analysis_id,x1313am7cd529q4
