gene_symbol,Lpgat1
Parameter_name,KLRG1+ CD8+ T cells - % of CD8+
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
Analysis_id,43a71ia707493ui
gene_accession_id,MGI:2446186
parameter_id,MGP_IMM_017_001
pvalue,0.06408251
