mouse_strain,C57BL
pvalue,0.1666796
analysis_id,nzf4904d62gc100
parameter_id,IMPC_DXA_010_001
parameter_name,Bone Area
gene_accession_id,MGI:3650254
gene_symbol,Zfp683
mouse_life_stage,Early adult
