mouse_strain,129SV
gene_symbol,Bpifa3
analysis_id,1h9jpgn7gn5wew4
gene_accession_id,MGI:1920638
parameter_id,IMPC_CBC_024_001
mouse_life_stage,Early adult
parameter_name,UIBC (unsaturated iron binding capacity)
pvalue,0.819367
