parameter_id,JAXLA_CSD_007_001
gene_symbol,Slc45a3
gene_accession_id,MGI:1922082
mouse_strain,C57BL
analysis_id,i9d3mf99f087wjg
pvalue,0.9566359
mouse_life_stage,Early adult
parameter_name,Coat - color - abdomen
