gene_symbol,Inpp1
pvalue,0.9581474
parameter_name,Midbrain
analysis_id,20pw52g4y969y67
parameter_id,IMPC_GEL_029_001
mouse_strain,C57BL
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
