parameter_name,Chloride
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1922082
pvalue,0.7474458
parameter_id,HMGULA_CBC_003_001
analysis_id,48wzj9348nf014x
gene_symbol,Slc45a3
