gene_symbol,Sla2
pvalue,0.3384895
parameter_name,Periphery resting time
analysis_id,i687xhe66r9ucj0
parameter_id,HRWLLA_OFD_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1925049
