gene_symbol,Gfi1b
parameter_name,Whole arena resting time
mouse_strain,C57BL
analysis_id,83153vzx1234ws2
gene_accession_id,MGI:1276578
mouse_life_stage,Early adult
pvalue,0.3498334
parameter_id,ESLIM_007_001_003
