gene_symbol,Cdin1
parameter_id,JAXLA_DXA_003_001
pvalue,0.3894536
mouse_strain,C57BL
gene_accession_id,MGI:3026886
parameter_name,Lean mass
mouse_life_stage,E9.5
analysis_id,9q2v2ya0d7xi9bh
