mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Aspartate aminotransferase
gene_symbol,Fpgs
analysis_id,6230t7d0578x5h8
parameter_id,IMPC_CBC_012_001
pvalue,0.7551877
gene_accession_id,MGI:95576
