parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
analysis_id,s441w56917hf044
gene_accession_id,MGI:2135738
mouse_life_stage,Early adult
pvalue,0.2338771
gene_symbol,Abo
mouse_strain,C57BL
