parameter_id,IMPC_GEL_060_001
analysis_id,vifw331hq5wt3ud
gene_symbol,Bmp7
pvalue,0.7376443
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Neural tube morphology
