gene_symbol,DCAF12
mouse_strain,C57BL
analysis_id,j054vqs94713gfb
mouse_life_stage,Early adult
pvalue,0.8697709
gene_accession_id,MGI:1916220
parameter_name,Activity (body position)
parameter_id,IMPC_CSD_029_001
