parameter_id,IMPC_ACS_006_001
gene_symbol,Maco1
analysis_id,9pkt23g72pd4135
parameter_name,Response amplitude - S
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1913396
pvalue,0.302584
