gene_symbol,Lpgat1
mouse_life_stage,Early adult
parameter_id,MGP_PBI_040_001
parameter_name,Eosinophil number
analysis_id,whch420hg1jjo28
pvalue,0.955653
gene_accession_id,MGI:2446186
mouse_strain,C57BL
