gene_symbol,Ubxn11
gene_accession_id,MGI:1914836
parameter_id,IMPC_HEM_003_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,ovv94555oit4179
parameter_name,Hemoglobin
pvalue,1.432133
