parameter_id,IMPC_IMM_005_002
pvalue,0.4786565
gene_accession_id,MGI:1345282
mouse_strain,C57BL
gene_symbol,Slc30a4
mouse_life_stage,Early adult
analysis_id,3870069i5g7xq8l
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
