mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
analysis_id,54zv4093d74958a
parameter_name,NK cell number
pvalue,0.5220556
mouse_strain,C57BL
gene_symbol,Wars2
parameter_id,MGP_PBI_027_001
