gene_symbol,Eprs1
parameter_name,Startle response
analysis_id,7d086x973ht1u72
mouse_life_stage,E12.5
pvalue,0.5663184
mouse_strain,C57BL
parameter_id,ESLIM_008_001_013
gene_accession_id,MGI:97838
