gene_symbol,Bmi1
pvalue,0.5896945
mouse_strain,C57BL
gene_accession_id,MGI:88174
parameter_id,IMPC_CBC_053_001
parameter_name,Thyroxine
mouse_life_stage,E15.5
analysis_id,n25471060l3z4is
