parameter_id,IMPC_ECH_005_001
gene_symbol,Wars2
pvalue,0.4830508
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,bh7s07ieqv2k070
gene_accession_id,MGI:1917810
parameter_name,Fractional Shortening
