gene_symbol,Lpgat1
parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:2446186
parameter_name,Body Weight
mouse_life_stage,Middle aged adult
analysis_id,36970k0m9kvd935
pvalue,0.8670204
mouse_strain,C57BL
