parameter_id,JAX_SLW_013_001
analysis_id,ad2xb08in75t008
parameter_name,Breath rate during sleep mean
gene_accession_id,MGI:1913506
gene_symbol,Ssr2
pvalue,0.2508009
mouse_life_stage,Early adult
mouse_strain,C57BL
