mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Facial Morphology
analysis_id,l7do0id1y4ba418
pvalue,0.2788345
parameter_id,IMPC_GEP_017_001
gene_accession_id,MGI:1913396
gene_symbol,Maco1
