gene_symbol,Jun
mouse_strain,C57BL
pvalue,0.2330441
parameter_id,IMPC_FEA_106_001
gene_accession_id,MGI:96646
mouse_life_stage,E15.5
analysis_id,95m4f28u2tv9wys
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
