parameter_name,Heart weight
mouse_strain,C57BL
gene_symbol,Ncaph
mouse_life_stage,Early adult
gene_accession_id,MGI:2444777
parameter_id,HMGULA_HWT_008_001
pvalue,0.2859292
analysis_id,vud9sy44e0ya978
