parameter_id,IMPC_CBC_020_001
mouse_strain,C57BL
gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.5644662
analysis_id,970lq774i87b2ra
parameter_name,Fructosamine
mouse_life_stage,E12.5
