mouse_life_stage,Late adult
pvalue,0.6853285
gene_symbol,AU040320
analysis_id,mh1p0m33udlf87z
gene_accession_id,MGI:2140475
mouse_strain,C57BL
parameter_name,Edema
parameter_id,IMPC_GEO_064_001
