mouse_strain,129SV
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_011_001
pvalue,0.3740419
gene_symbol,Nipal3
analysis_id,r2bmi66e39cv57j
parameter_name,Embryo turning
