parameter_name,Periphery average speed
mouse_strain,C57BL
pvalue,0.5715686
mouse_life_stage,Early adult
gene_symbol,Opn3
parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:1338022
analysis_id,vk04h55250htve0
