parameter_id,MGP_PBI_018_001
parameter_name,Ly6Clow monocyte percentage
pvalue,0
gene_accession_id,MGI:1914061
mouse_strain,C57BL
gene_symbol,Duoxa2
analysis_id,v454a770rd0r570
mouse_life_stage,Early adult
