gene_symbol,Frmpd1
mouse_strain,C57BL
pvalue,0.5678524
mouse_life_stage,Middle aged adult
parameter_id,JAX_ROT_002_001
analysis_id,tw10b47j4y8615q
gene_accession_id,MGI:2446274
parameter_name,Average duration
