mouse_life_stage,E9.5
parameter_id,IMPC_IMM_069_001
gene_accession_id,MGI:1913483
parameter_name,Transitional B Cells (CD21/35 low)
analysis_id,2515c7ru035wt4s
pvalue,0.2643801
gene_symbol,Dmap1
mouse_strain,C57BL
