parameter_id,MGP_MLN_031_001
mouse_strain,C57BL
analysis_id,av3e8554831zi66
pvalue,0.6977485
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
parameter_name,Total NK cells - % of CD45+
gene_symbol,Bcs1l
