gene_symbol,Cdin1
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:3026886
mouse_strain,C57BL
pvalue,0.5873131
parameter_id,IMPC_IMM_005_002
mouse_life_stage,Early adult
analysis_id,b4245z3680111qq
