mouse_strain,C57BL
parameter_name,Lean mass
gene_symbol,Tnni1
analysis_id,di6p4g77tc1xk73
pvalue,0.7950401
parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:105073
mouse_life_stage,Early adult
