mouse_strain,C57BL
mouse_life_stage,E18.5
gene_symbol,Col11a1
pvalue,0.9526854
parameter_id,IMPC_XRY_018_001
analysis_id,968yjqiu4kdrvu6
parameter_name,Shape of vertebrae
gene_accession_id,MGI:88446
