parameter_name,Embryo Size
gene_accession_id,MGI:1915087
analysis_id,omow7419t4a9060
mouse_life_stage,E12.5
gene_symbol,Tiprl
pvalue,0.4383459
parameter_id,IMPC_GEP_022_001
mouse_strain,C57BL
