parameter_id,M-G-P_007_001_008
mouse_life_stage,Early adult
pvalue,0.2054882
analysis_id,dwd640s3j7q21zq
gene_accession_id,MGI:1923959
parameter_name,Periphery - Permanence Time
gene_symbol,Arpc2
mouse_strain,C57BL
