parameter_id,HMGULA_CBC_005_001
mouse_life_stage,Early adult
pvalue,0.6067659
analysis_id,4o3j3387l8934a5
gene_symbol,Slc39a10
mouse_strain,C55BL
gene_accession_id,MGI:1914515
parameter_name,Creatinine
