gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
analysis_id,0am9gh3m95y66u0
pvalue,0.1361979
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_013_001
mouse_strain,C57BL
parameter_name,Periphery average speed
