gene_symbol,Hspa5
mouse_life_stage,Early adult
analysis_id,hc1w6jh310k6446
gene_accession_id,MGI:95835
parameter_id,IMPC_GEO_064_001
parameter_name,Edema
pvalue,0.05504211
mouse_strain,C57BL
