mouse_life_stage,E18.5
analysis_id,5ol7pk2o89k2f21
parameter_name,Hindlimb digit - size
gene_symbol,Zyg11b
mouse_strain,C57BL
parameter_id,IMPC_CSD_047_001
pvalue,0.6567173
gene_accession_id,MGI:2685277
