gene_symbol,Arpc2
parameter_id,M-G-P_016_001_006
pvalue,1.97365e-05
analysis_id,2do80fn70p37bcb
parameter_name,Mean-corpuscular-haemoglobin
mouse_strain,C57BL
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
