mouse_life_stage,E12.5
parameter_id,IMPC_GEO_019_001
analysis_id,32c19nex684qoo7
gene_symbol,Tiprl
mouse_strain,C57BL
parameter_name,Embryo Size
pvalue,1.300482
gene_accession_id,MGI:1915087
