mouse_strain,C57BL
parameter_id,IMPC_FEA_106_001
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
analysis_id,19z93z24v27k570
pvalue,0.07690685
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
mouse_life_stage,Middle aged adult
