parameter_id,JAX_LDT_005_001
gene_symbol,Psmd14
analysis_id,4ndtrhz66w121s7
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
pvalue,0.980055
parameter_name,Time mobile dark side
mouse_strain,C57BL
