parameter_id,UCD_OWT_008_001
analysis_id,b25616r65g0n2tb
gene_symbol,Hrnr
parameter_name,Liver weight
gene_accession_id,MGI:3046938
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2656395
