parameter_id,MGP_MLN_033_001
mouse_strain,C57BL
gene_symbol,Bach2
analysis_id,820vk7x465cptu5
pvalue,0.5504036
parameter_name,Resting NK cells - % of NK cells
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
