parameter_id,JAXLA_OFD_017_001
gene_symbol,Eprs1
mouse_strain,C57BL
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
pvalue,0.1170703
analysis_id,e26597b538zvdwn
parameter_name,Center average speed
