parameter_name,Startle response
gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_id,IMPC_CSD_036_001
analysis_id,8b1l2wy6he291l3
pvalue,0.54071
mouse_life_stage,E9.5
mouse_strain,C50BL
