parameter_id,IMPC_CBC_011_001
gene_accession_id,MGI:2444554
parameter_name,Iron
analysis_id,795by2jm4cys6pd
pvalue,0.8639555
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_symbol,Mapkap1
