gene_symbol,Lurap1
gene_accession_id,MGI:1915325
analysis_id,3x56pl7f20ocx92
parameter_id,ESLIM_011_001_002
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,PP1 startle magnitude
pvalue,0.5779444
